"Community care facilities: foster family agencies. ","Family and Children Issues",,,
"Community block funds: State Infrastructure Revolving Fund Program.","State Agencies",,,
"Community Health Workers: Promotores.","Health",,,
"Community Development Block Grant Program.","Housing and Property",,,
"Communicable diseases: reporting.","Health",,,
"Communicable disease: involuntary testing.","Health",,,
"Common interest developments: water-efficient landscapes.","Environmental",,,
"Common interest developments: transfers of title.","Housing and Property",,,
"Common interest developments: requests for notices of default.","Housing and Property",,,
"Common interest developments: elections.","Campaign Finance and Election Issues",,,
"Common interest developments: dispute resolution.","Other",,,
"Common interest developments: contracts.","Labor and Employment",,,
"Common interest developments: construction defects.","Housing and Property","Labor and Employment",,
"Common interest developments: assessments.","Other",,,
"Common interest developments: artificial turf.","Housing and Property",,,
"Common core state education standards.","Education",,,
"Commission on Teacher Credentialing: study on transformational leadership.","Education",,,
"Commission on Peace Officer Standards and Training.","Public Services",,,
"Commercials: state funding prohibition.","Commerce",,,
"Commercially sexually exploited minors.","Crime","Family and Children Issues",,
"Commercial whaling: moratoriums","Commerce","Animal Rights and Wildlife Issues",,
"Commercial motor vehicles: unsafe vehicles.","Transportation",,,
"Commercial motor vehicles: safe operation.","Transportation",,,
"Commercial motor vehicles: driver compliance.","Transportation",,,
"Commercial fishing: salmon stamp.","Animal Rights and Wildlife Issues","Agriculture and Food",,
"Commercial fishing: lobster stamp.","Animal Rights and Wildlife Issues","Agriculture and Food",,
"Commercial fishing.","Agriculture and Food",,,
"Commercial feed: license fee: inspection tonnage tax.","Agriculture and Food",,,
"Commercial airlines: passenger rights.","Transportation","Business and Consumers",,
"Combined heat and power systems.","Energy",,,
"Colombia-United States free trade agreement.","Commerce",,,
"College textbooks: affordability and online textbooks.","Education","Technology and Communication",,
"Collections: amounts imposed by a court.","Judiciary","Legal Issues",,
"Collateral recovery: tow vehicles. ","Business and Consumers","Transportation",,
"Collateral recovery.","Other",,,
"Cogeneration.","Other",,,
"Code enforcement: definitions.","Legal Issues",,,
"Code enforcement officers.","Legal Issues",,,
"Coastal resources: seawater intake.","Environmental",,,
"Coastal resources: project grants.","Environmental",,,
"Coastal resources: marine spatial planning.","Environmental",,,
"Coastal resources: coastal zone: City of Laguna Niguel.","Environmental",,,
"Coastal resources: coastal development permits: penalties.","Environmental",,,
"Coastal resources: City of Half Moon Bay.","Environmental",,,
"Coastal resources: California Coastal Commission: meeting.","Environmental",,,
"Coastal resources: California Coastal Act of 1976: enforcement.","Environmental",,,
"Coastal development and Marina del Rey.","Environmental",,,
"Clinical social workers: examination requirements.","Social Issues",,,
"Clinical laboratories: public health laboratories.","Health","Public Services",,
"Clinic licensing.","Health","Legal Issues",,
"Clinic corporation: licensing.","Health","Legal Issues",,
"Climate change: ocean acidification: Arctic.","Environmental",,,
"Climate change.","Environmental",,,
"Classified employees: personnel commissions: director.","Labor and Employment",,,
"Classified School Employee Week. ","Education","Labor and Employment",,
"Class size reduction: Long Beach Unified School District.","Education",,,
"Claims against the state: payment. ","Legal Issues",,,
"Claims against the state: appropriation. ","Legal Issues",,,
"Claims against the state: appropriation.","Legal Issues",,,
"Claim reimbursement: late payments: dental services.","Legal Issues",,,
"Claim against the state: appropriation.","Legal Issues",,,
"Civil service: employee hearings.","Public Services","Labor and Employment",,
"Civil service appointments: limited term appointments.","Public Services","Labor and Employment",,
"Civil service appointments. ","Public Services","Labor and Employment",,
"Civil rights: language restrictions.","Civil Liberties and Civil Rights",,,
"Civil rights: homeless persons.","Civil Liberties and Civil Rights","Welfare and Poverty",,
"Civil rights education: California Civil Rights Education Commission.","Civil Liberties and Civil Rights","Education",,
"Civil process and notices: ministerial officers.","Other",,,
"Civil procedure: discovery: objections.","Other",,,
"Civil procedure: deadlines: computation.","Technology and Communication",,,
"Civil litigation: attorney’s fees: public interest.","Legal Issues",,,
"Civil law: search and rescue dogs.","Legal Issues","Animal Rights and Wildlife Issues",,
"Civil law: omnibus bill.","Legal Issues",,,
"Civil law: obligations.","Legal Issues",,,
"Civil discovery: Electronic Discovery Act.","Technology and Communication",,,
"Civil actions: summary judgment. ","Legal Issues","Judiciary",,
"Civil actions: statute of limitations.","Legal Issues","Judiciary",,
"Civil actions: enforcement of judgments.","Legal Issues","Judiciary",,
"Civil actions: disabled access.","Legal Issues","Judiciary",,
"Civil actions: damages.","Legal Issues","Judiciary",,
"Civil actions: adverse possession.","Legal Issues","Judiciary",,
"Civil Rights Act: waiver of rights.","Civil Liberties and Civil Rights",,,
"Civil Air Patrol: California Wing: employment leave.","Transportation","Labor and Employment",,
"City ordinances: publishing and posting requirements.","Municipal and County Issues",,,
"City of Maywood: drinking water.","Municipal and County Issues","Health",,
"City and County of San Francisco: regional water system.","Municipal and County Issues",,,
"City and County of San Francisco: individualized county child care subsidy plan. ","Municipal and County Issues","Family and Children Issues",,
"Citrus fruit crop: California Citrus Advisory Committee.","Agriculture and Food",,,
"Citrus Nursery Stock Pest Cleanliness Program.","Agriculture and Food",,,
"Citizenship education: School/Law Enforcement Partnership.","Education",,,
"Cities: powers.","Municipal and County Issues",,,
"Circulation and transportation element.","Transportation",,,
"Cigarettes and tobacco products. ","Health",,,
"Cigarette and tobacco products.","Health",,,
"Cigarette and Tobacco Products Tax and Health Protection Fund.","Health","Budget, Spending, and Taxes",,
"Cigarette and Tobacco Products Tax Law: tobacco products.","Health","Budget, Spending, and Taxes",,
"Chiropractors: license renewal fee.","Health",,,
"Chiropractors.","Health",,,
"Children’s services: high-risk children.","Family and Children Issues",,,
"Children’s services programs: performance agreement contracts.","Family and Children Issues","Labor and Employment",,
"Children of Incarcerated Parents Bill of Rights.","Family and Children Issues","Crime",,
"Children in foster care: school proximity and travel costs.","Family and Children Issues","Education",,
"Childhood and adolescent diabetes.","Family and Children Issues","Health",,
"Childhood Obesity Prevention and Fitness Week.","Family and Children Issues","Health",,
"Child welfare services: incarcerated parents.","Family and Children Issues","Crime",,
"Child welfare services: California Child Welfare Council.","Family and Children Issues",,,
"Child welfare services.","Family and Children Issues",,,
"Child welfare services, foster care services, and adoption assistance.","Family and Children Issues",,,
"Child support: vocational examination.","Family and Children Issues","Labor and Employment",,
"Child support: suspension of support order. ","Family and Children Issues",,,
"Child support: reimbursement.","Family and Children Issues",,,
"Child support: interest.","Family and Children Issues",,,
"Child support: health insurance.","Family and Children Issues","Health","Insurance",
"Child protection: safe surrender.","Family and Children Issues",,,
"Child pornography: separate offense per child: Internet distribution.","Family and Children Issues","Crime","Technology and Communication",
"Child passenger restraint systems: sale: nonprofit organizations.","Family and Children Issues","Transportation","Health",
